"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"no-3-cone-fountain-2-pack","No. 3 Cone Fountain","Monkey Mania","Fountains","2-cone pack","MM-FC06A/B","6","OJQE63ODOA5VPD3QCXH5T5YC","#3 Cone","757201000062","https://www.raccoonfireworksusa.com/product-page/no-3-cone-fountain","Square row 6 GTIN 757201000062 matches official manufacturer UPC and MM-FC06A/B two-cone presentation (48/2). Dynamite photograph visibly carries Monkey Mania logo, No.3 Cone Fountain, MM-FC06A/MM-FC06B and two cones in a single retail bag. Other generic #3 Cone rows have different codes and are not merged. Live manufacturer route now returns 404; indexed official specification and saved search evidence retained.","docs/catalog/enrichment-2026-09/references/no-3-cone-fountain-2-pack-original.png","ee1fe3c2a40b01892f40e86bd87bb88852e645c4eac52e4677f68b3a1e851f97","Dynamite/public/products/no3-cone-fountain.png","Inspected original local photo: exact two-pack, transparent background, no Dynamite branding.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-1"
"atom-bomb","Atom Bomb","Brothers","Cakes","36 shots","BP-A013-1","159","5FGW7K44ZLKLWCCNLF46GVBU","Atom Bomb","687985901319","https://www.brotherspyrotechnics.com/ProductDetails/1397 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 159: Atom Bomb / Regular / code 687985901319. Exact commercial name, manufacturer model BP-A013-1, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/atom-bomb-original.png","38b0de7c696e1a01197ee503f363f8a3d6e072a4a8f1a6267affe13b6a2ff57c","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=918&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"bamboozle","Bamboozle","Brothers","Cakes","42 shots","BP2455","171","AREZ7BUJBZVK2OEMOVNEZLRN","Bamboozle 500 Gram","687985245512","https://www.brotherspyrotechnics.com/ProductDetails/1107 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 171: Bamboozle 500 Gram / Regular / code 687985245512. Exact commercial name, manufacturer model BP2455, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/bamboozle-original.png","ff45830c8d8ef8b03e482b86893e1e6015012881626a263b4e1bbbd257c04c25","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=471&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"big-top","Big Top","Brothers","Cakes","42 shots","BP2035","182","BNWVUD62G4H3RHAG6WM5WJ7D","Big Top","687985203512","https://www.brotherspyrotechnics.com/ProductDetails/1067 | https://bigdaddyksfireworksoutlet.com/product/big-top/","Square row 182: Big Top / Regular / code 687985203512. Exact commercial name, manufacturer model BP2035, package and count compared with the official Brothers product page and its authentic photograph. The current BP2035 product page and photograph both specify 42 shots, agreeing with the real package; the previously reported 145-shot source is not used.","docs/catalog/enrichment-2026-09/references/big-top-original.png","ef74f45e49cf73dd50e6857656c64eee8eba5f5b2144e176a3f9ce10206012b7","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=375&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"blood-money","Blood Money","Brothers","Cakes","49 shots","BP-A090-3","226","XLO7UDEHBHTQYPEROBAO3RV4","Blood Money","687985909032","https://www.brotherspyrotechnics.com/ProductDetails/909 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=CG05DMsgT1s","Square row 226: Blood Money / Regular / code 687985909032. Exact commercial name, manufacturer model BP-A090-3, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/blood-money-original.png","18fbb424e6ad8c7e7fe9abab5b9cec63f7a798faae3bc4fd1217d3600d19ad26","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=2166&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=CG05DMsgT1s","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"canopus","Canopus","Brothers","Cakes","48 shots","BP-A084-1","252","BZM75VLS7V57JD3765BT6ND4","Canopus","687985908417","https://www.brotherspyrotechnics.com/ProductDetails/990 | https://georgiasbestfireworks.com/product/canopus/","Square row 252: Canopus / Regular / code 687985908417. Exact commercial name, manufacturer model BP-A084-1, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/canopus-original.png","d8175c88642af9a0c861d570cc19ef50d190b4073da528b7578861530178417c","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=954&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"capella","Capella","Brothers","Cakes","48 shots","BP-A084-4","253","RGD7OXT4MUNLMZKZWWNOE6YH","Capella","687985908448","https://www.brotherspyrotechnics.com/ProductDetails/995 | https://georgiasbestfireworks.com/product/capellastars48shot/","Square row 253: Capella / Regular / code 687985908448. Exact commercial name, manufacturer model BP-A084-4, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/capella-original.png","3f441c47fb8bd10555018ae54374c7629d004b4af3413bf1faed3c1cd0daf878","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=956&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"captain-sam","Captain Sam","Brothers","Cakes","30 shots · Daytime parachutes","BP2228","254","4BECHQGPMIFJ2I3VL7Q6BJWV","Captain Sam 500 Gram","687985222810","https://www.brotherspyrotechnics.com/ProductDetails/625 | https://lowcountryfireworks.com/PC121-Captain-Sam-formerly-Captain-America-R-PC/ | https://whitelightningfireworks.com/PC121-Captain-Sam-formerly-Captain-America-R-PC/ | https://76fireworkstore.com/PC121-Captain-Sam-formerly-Captain-America-R-PC","Square row 254: Captain Sam 500 Gram / Regular / code 687985222810. Exact commercial name, manufacturer model BP2228, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/captain-sam-original.png","123e0e3df9e1473af88767b4a5fd47eb3c8e30e0cae2221ab691a024dbaf3447","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=439&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"centauri","Centauri","Brothers","Cakes","48 shots","BP-A084-2","257","5SOYZ27LJ73CYTCXGVI6XIJN","Centauri","687985908424","https://www.brotherspyrotechnics.com/ProductDetails/993 | https://georgiasbestfireworks.com/product/centauri/","Square row 257: Centauri / Regular / code 687985908424. Exact commercial name, manufacturer model BP-A084-2, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/centauri-original.png","dd91a33ee19046d78d4fa858448c30fd52004fd7b69e7b21580c7c4994bc9d5d","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=955&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"cobalt-bomb","Cobalt Bomb","Brothers","Cakes","36 shots","BP-A013-4","272","MGK6SZ2H563SI4HJP3OBSS5U","Cobalt Bomb","687985901340","https://www.brotherspyrotechnics.com/ProductDetails/1400 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 272: Cobalt Bomb / Regular / code 687985901340. Exact commercial name, manufacturer model BP-A013-4, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/cobalt-bomb-original.png","4ee7fea4c97a4734b1eb3ecdc0ac44551f5a3d99073ce01c09f732bab20d55c0","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=922&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"crime-scene","Crime Scene","Brothers","Cakes","49 shots","BP-A090-1","300","GFUHBZGQTVWBTZPNL5L4BB4L","Crime Scene","687985909018","https://www.brotherspyrotechnics.com/ProductDetails/907 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=XLFL_7QO1bA","Square row 300: Crime Scene / Regular / code 687985909018. Exact commercial name, manufacturer model BP-A090-1, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/crime-scene-original.png","8db68513c255022c4b707d17d25a2f9a93b26db5a33a9f74a6a6271eff124082","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=965&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=XLFL_7QO1bA","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"daffodil","Daffodil","Brothers","Cakes","200 gram · 16 shots","BP2115","309","J6SLR7ZFLS7GBVRMGAEKIT4T","Daffodil 200 Gram","687985211517","https://www.brotherspyrotechnics.com/ProductDetails/948 | https://americanwholesalefireworks.com/daffodil/ | https://www.youtube.com/watch?v=_8IthnKIchA","Square row 309: Daffodil 200 Gram / Regular / code 687985211517. Exact commercial name, manufacturer model BP2115, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/daffodil-original.png","8b2846901e30d3622e4b605caa4be949f3e51b476040c116a152f33e33536944","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=393&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=_8IthnKIchA","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"the-deadly-dozen","The Deadly Dozen","Brothers","Assortments","12 cakes · 200 gram cakes","BP-A085","314","XES5VOPMCWFHSSS2Z36CIXHS","Deadly Dozen","687985908592","https://www.brotherspyrotechnics.com/ProductDetails/998 | https://bigdaddyksfireworksoutlet.com/product/the-deadly-dozen/ | https://shop.midnightmadnessfireworks.com/MS499-The-Deadly-Dozen/ | https://blackkatpyro.com/MS499-The-Deadly-Dozen/ | https://www.lastchancefireworks.com/shop/c/p/The-Deadly-Dozen-12-cake-assortment-x63066822.htm | https://www.youtube.com/watch?v=xtr2jlpZ7b4","Square row 314: Deadly Dozen / Regular / code 687985908592. Exact commercial name, manufacturer model BP-A085, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/the-deadly-dozen-original.png","ed2adcd808e1456d0a1fe377a24633417e3e0aac8b3c5bf1ce872edd433381a4","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=959&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=xtr2jlpZ7b4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"fairies-in-a-jar","Fairies in a Jar","Brothers","Fountains","Fountain","BP4315","352","TZ7NZC3KAQMF42QI6KKDPPCB","Fairies in a Jar","687985431519","https://www.brotherspyrotechnics.com/ProductDetails/1139","Square row 352: Fairies in a Jar / Regular / code 687985431519. Exact commercial name, manufacturer model BP4315, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/fairies-in-a-jar-original.png","198ac5ddca0847f66d7c70d3de6e798735d5753276165301a20ebf191af7490a","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=826&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"flash-flood-assortment","Flash Flood","Brothers","Assortments","Assortment","BP-A106","368","TCSRFBWF6NWLUY3OTAFYOKXD","Flash Flood","687985910601","https://www.brotherspyrotechnics.com/ProductDetails/937","Square row 368: Flash Flood / Regular / code 687985910601. Exact commercial name, manufacturer model BP-A106, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/flash-flood-assortment-original.png","da2d8b55c4c5f0dbde29cfef7ddcb16ce71ff591adb569f964e09ea1a35dd176","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=988&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"full-speed-24-pack","Full Speed Fireworks","Brothers","Reloadables","7-inch shells · 24 shells","BP-A113","390","33MRBL6PIMW3VFZZO24AOADU","Full Speed Firework 7 Inch","687985911301","https://www.brotherspyrotechnics.com/ProductDetails/801 | https://leefamilyfirework.com/RL348-full-speed-7-inch-canister-shell-R-PC/ | https://simpsonfireworks.com/RL348-full-speed-7-inch-canister-shell-R-PC/ | https://lowcountryfireworks.com/RL348-full-speed-7-inch-canister-shell-R-PC/ | https://killervfireworks.com/RL348-full-speed-7-inch-canister-shell-R-PC/ | https://www.lastchancefireworks.com/shop/c/p/Full-Speed-7-24-shells-x63779181.htm | https://www.youtube.com/watch?v=CLfZr6AahYg","Square row 390: Full Speed Firework 7 Inch / Regular / code 687985911301. Exact commercial name, manufacturer model BP-A113, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/full-speed-24-pack-original.png","a561ba476c74d313ba454fd220af949a06bd31153111b448cbc2bb76a9d11836","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=1002&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=CLfZr6AahYg","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"golden-peacock","Golden Peacock","Brothers","Cakes","200 gram · 16 shots","BP2112","421","6AVGKVTQYLP3PSQNTCP4MSM4","Golden Peacock","687985211210","https://www.brotherspyrotechnics.com/ProductDetails/949 | https://americanwholesalefireworks.com/golden-peacock-16s/ | https://freedompatchfirework.com/MS187-Golden-Peacock-R-PC/ | https://76fireworkstore.com/MS187-Golden-Peacock-R-PC | https://www.youtube.com/watch?v=0ZGF8eiJvcc","Square row 421: Golden Peacock / Regular / code 687985211210. Exact commercial name, manufacturer model BP2112, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/golden-peacock-original.png","1f0e1a72c8393e06f0297ea29cf37129fb62cbc20561430635bfbb97d9660fa0","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=395&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=0ZGF8eiJvcc","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"hydrogen-bomb","Hydrogen Bomb","Brothers","Cakes","36 shots","BP-A013-2","468","AKI3KKIBYKNIRZHLPMG6HPDE","Hydrogen Bomb","687985901326","https://www.brotherspyrotechnics.com/ProductDetails/1398 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 468: Hydrogen Bomb / Regular / code 687985901326. Exact commercial name, manufacturer model BP-A013-2, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/hydrogen-bomb-original.png","e20fb499fc29feb6bbaffd08fbf3c114a4a7db69ce76890d3656c42aeb9db235","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=920&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"inside-job","Inside Job","Brothers","Cakes","49 shots","BP-A090-2","483","PB4BRS3FE2O4BB5DDXL53LT6","Inside Job","687985909025","https://www.brotherspyrotechnics.com/ProductDetails/908 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=ZeYCnVqun4g","Square row 483: Inside Job / Regular / code 687985909025. Exact commercial name, manufacturer model BP-A090-2, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/inside-job-original.png","83b0ff5b5ac2aa6723acd45700a23ed20bd50170fd2642bd4f30bbf9d59a607c","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=966&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=ZeYCnVqun4g","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"jaws-brothers","Jaws","Brothers","Cakes","16 shots","BP2377","492","UZCBBHPKUEH64KANXEM37JVQ","Jaws 16 Shot","687985237715","https://www.brotherspyrotechnics.com/ProductDetails/1081 | https://georgiasbestfireworks.com/product/jaws16shot/","Square row 492: Jaws 16 Shot / Regular / code 687985237715. Exact commercial name, manufacturer model BP2377, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/jaws-brothers-original.png","cc357e97a5763bed461243d3126e9f53a6d68bac6bb1c96c55935baeaae4489f","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=453&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"jumboshell-fountain","Jumboshell Fountain","Brothers","Fountains","Fountain","BP4247","509","G5DP2C4PMD5CQGRSTL3IRSZA","Jumboshell Fountain","687985424719","https://www.brotherspyrotechnics.com/ProductDetails/1044 | https://www.youtube.com/watch?v=hOgReJdyXEs","Square row 509: Jumboshell Fountain / Regular / code 687985424719. Exact commercial name, manufacturer model BP4247, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/jumboshell-fountain-original.png","8ce921b6d24f0209c0a0ccb6fba9dcc536d3abf4a7106071503fd4856d8510e6","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=811&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=hOgReJdyXEs","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"m1-abrams-2-pack","M1 Abrams","Brothers","Novelties","2 tanks","BP7127","560","VNSBHW2JFT7YH7Z45FOYZXPC","M1 Abrams","687985712700","https://www.brotherspyrotechnics.com/ProductDetails/976","Square row 560: M1 Abrams / Regular / code 687985712700. Exact commercial name, manufacturer model BP7127, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/m1-abrams-2-pack-original.png","078530052d39d7f22078b5c48c2297959a748f60b507103123100dc74b95b7db","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=906&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"maelstrom-24-pack","Maelstrom","Brothers","Reloadables","6-inch shells · 24 shells","BP-A109","564","4TG53MYUHLIM42CZSPF6DYWV","Maelstrom  24 Shell 6""","687985910908","https://www.brotherspyrotechnics.com/ProductDetails/827 | https://georgiasbestfireworks.com/product/maelstrom6canistershells/","Square row 564: Maelstrom  24 Shell 6"" / Regular / code 687985910908. Exact commercial name, manufacturer model BP-A109, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/maelstrom-24-pack-original.png","19676ce7790aae2ac3dbdcb67dd42f65cce172f86623f2653a9e6e8591a7f4c2","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=2040&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"magic-crystal-4-pack","Magic Crystal","Brothers","Spinners","4 pieces","BP5028","568","DNK6Z7PLBHKQRMCA3SSJLZ3T","Magic Crystal","687985502820","https://www.brotherspyrotechnics.com/ProductDetails/977 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 568: Magic Crystal / Regular / code 687985502820. Exact commercial name, manufacturer model BP5028, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/magic-crystal-4-pack-original.png","597fc8f40b89f9084d984f70968cc779bc29af73a2e77cc8487db5c8f3324bc3","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=885&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"maximum-altitude-4-pack","Maximum Altitude","Brothers","Rockets","4 rockets","BP1212","584","7OHLMFFWUS7NBPRKIHKWX3HX","Maximum Altitude","687985121229","https://www.brotherspyrotechnics.com/ProductDetails/1042 | https://beta2024.usa-fireworks.com/products/missiles-rockets/maximum-altitude/ | https://whitelightningfireworks.com/SR122-Maximum-Altitude-124-R-PC/ | https://www.youtube.com/watch?v=ufp-Re3i0Z4","Square row 584: Maximum Altitude / Regular / code 687985121229. Exact commercial name, manufacturer model BP1212, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/maximum-altitude-4-pack-original.png","412524179d16afdec82badb6ac9c53612ef27818513d3fc2c60f17a57c719c4b","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=2035&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=ufp-Re3i0Z4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"mechanical-bug","Mechanical Bug","Brothers","Cakes","100 shots","BP2838","585","MD45INUFCC64T2JKSK5NHQNX","Mechanical Bug 100 Shots","687985283811","https://www.brotherspyrotechnics.com/ProductDetails/991 | https://www.lastchancefireworks.com/shop/Multishot-Cakes/p/Mechanical-Bug-100-shot.htm","Square row 585: Mechanical Bug 100 Shots / Regular / code 687985283811. Exact commercial name, manufacturer model BP2838, package and count compared with the official Brothers product page and its authentic photograph. The old retailer Millennium Bug photograph is replaced by the manufacturer Mechanical Bug BP2838 photograph, matching Square.","docs/catalog/enrichment-2026-09/references/mechanical-bug-original.png","b40a588c50d85c9e579e7a71875838d92111e39ae9f6e44c3794f3df6f3cb28e","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=689&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
