"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"OXROLOESSRJH2XC6XMZC7UJ3","757205301721","","Beware 500 Gram","Beware 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","176","177","177","Items","177","no_verified_identity","","Unknown","Unknown","","""757205301721"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"ALYGOFAKRFQEAIMKXDLUL3Y7","875650100550","","Big Brother Family Pack 825 Shots","Big Brother Family Pack 825 Shots","Unknown","Family Pack Assortments","Regular","Unknown","825 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","177","178","178","Items","178","no_verified_identity","","Unknown","Unknown","","""875650100550"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"4UDECG7T6TXR37II5JLGEPWG","652009001092","","Big City Display Family Pack","Big City Display Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","178","179","179","Items","179","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"QNJZYSS4LXEZ7GZZTMHYM6MT","847294088396","","Big Gun","Big Gun","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","179","180","180","Items","180","no_verified_identity","","Unknown","Unknown","","""847294088396"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DDPQ6MPSO2E3DLTPJTFGMOWN","","6950165427560","Big Mudder","Big Mudder","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","180","181","181","Items","181","no_verified_identity","","Unknown","Unknown","","""6950165427560"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"4TH237NF56TPMUBWACH7JUXN","715244004768","","Big N Bad (6 sticks)","Big N Bad (6 sticks)","Unknown","Stick Rockets","Regular","Unknown","6 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","181","182","182","Items","182","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BNWVUD62G4H3RHAG6WM5WJ7D","687985203512","","Big Top","Big Top","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[70] Big Top / Brothers / products/big-top.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","182","183","183","Items","183","data_conflict","","Brothers","BP2035","","""687985203512"" fireworks","https://www.brotherspyrotechnics.com/CoverDetail/41?page=18","UPC maps to Big Top. Current manufacturer listing says 145 shots, while local packaging and retail listings indicate 42 shots; cannot assume the same production variant.","Verify Rockwall package/photo and correct shot count before publishing."
"YWUCGQYY4FAJPWF6EZQKVZZM","757205301752","","Big Win","Big Win","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","183","184","184","Items","184","no_verified_identity","","Unknown","Unknown","","""757205301752"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EVDWR5AUPPHH6HMALH6YPL7H","725272730768","","Biker (Small)","Biker (Small)","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","184","185","185","Items","185","no_verified_identity","","Unknown","Unknown","","""725272730768"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BUMXMJPSJYVZURKWZNIUYRFH","695071403340","","Billy's Big Blast-78 Shots","Billy's Big Blast-78 Shots","Unknown","Unknown","Regular","Unknown","78 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","185","186","186","Items","186","no_verified_identity","","Unknown","Unknown","","""695071403340"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"63W6GHULIGTKDUDEOJI2ATNP","715244111107","","Black Cat 1000ct Firecracker","Black Cat 1000ct Firecracker","Black Cat","Unknown","Regular","Unknown","1000ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","186","187","187","Items","187","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"HPRUK354SRZV3EBF6JC7ZQ3N","715244101009","","Black Cat 100ct BOGO","Black Cat 100ct","Black Cat","Unknown","Regular","Unknown","100ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","187","188","188","Items","188","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XVLRJSMAMPAD5I2SPFLPZBDH","715244111008","","Black Cat 100ct BOGO","Black Cat 100ct","Black Cat","Unknown","Brick","Brick","100ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","188","189","189","Items","189","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TFRD5P7HBFY2P3RJRCMINLOG","715244016716","","Black Cat 16000 Roll","Black Cat 16000 Roll","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","189","190","190","Items","190","candidate_requires_package_review","","Unknown","Unknown","","""715244016716"" fireworks","https://usa-fireworks.com/products/firecrackers/black-cat-firecrackers-16000-roll/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"FGFX64NVIPVVGVKKJOLPICWS","715244103010","","Black Cat 300 Count BOGO","Black Cat 300 Count","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","190","191","191","Items","191","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EZEGN4ZQNUKUAOTPHA7TRQOD","715244103003","","Black Cat 300 Count BOGO","Black Cat 300 Count","Black Cat","Unknown","300","300","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","191","192","192","Items","192","no_verified_identity","","Unknown","Unknown","","""715244103003"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"PJKIMAXNIM5ZCOSCTTQD3UFL","715244154005","","Black Cat 400 count firecracker","Black Cat 400 count firecracker","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","192","193","193","Items","193","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YSCA5EM7QBGQ26342HWEVWIJ","715244140008","","Black Cat 4000","Black Cat 4000","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","193","194","194","Items","194","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"WE4BJSDDQ2RUISDGUILR7WWQ","715244020454","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Regular","Unknown","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","194","195","195","Items","195","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"VXHKPOAYSSTE6SOAD6R25KBA","715244204519","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Peach Tree","Peach Tree","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","195","196","196","Items","196","no_verified_identity","","Unknown","Unknown","","""715244204519"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7MTLDJ3YMV2C7PZJXGG3ABI5","715244204526","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Gold & Silver","Gold & Silver","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","196","197","197","Items","197","candidate_requires_package_review","","Unknown","Unknown","","""715244204526"" fireworks","https://usa-fireworks.com/products/fountains/fountains-200-gram/9-blackcat-fountain-gold-silver-treasures/ | https://staging.usa-fireworks.com/products/fountains/fountains-200-gram/9-blackcat-fountain-gold-silver-treasures/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XRRJMRH6BO7MXAGCWIFAMRR2","715244204540","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Blue Ice","Blue Ice","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","197","198","198","Items","198","candidate_requires_package_review","","Unknown","Unknown","","""715244204540"" fireworks","https://bigdaddyksfireworksoutlet.com/product/blue-ice/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"KEJ65JHKO6PDZGY3TF5HPABB","715244204533","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Green Garden","Green Garden","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","198","199","199","Items","199","no_verified_identity","","Unknown","Unknown","","""715244204533"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"SZ5GTVLHSQZHQZF36S76IXVT","715244200115","","Black Cat 4ct Fountain","Black Cat 4ct Fountain","Black Cat","Fountains","Black Cat 6 In Fountain","Black Cat 6 In Fountain","4ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","199","200","200","Items","200","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"OLNNUWLN4NHN3YLZG3GE2IL2","715244064403","","Black Cat 5"" Artillery Shells 24 pack","Black Cat 5"" Artillery Shells 24 pack","Black Cat","24 Pack Canister Artillery Shells 5 INCH","Regular","Unknown","5"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","200","201","201","Items","201","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"OHKV5B66T3AXTW7D5M5EMGGO","715244105007","","Black Cat 500ct Firecracker","Black Cat 500ct Firecracker","Black Cat","Unknown","Regular","Unknown","500ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","201","202","202","Items","202","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"QQYB6NNR36NTVUWQKAVKSFLH","715244101504","","Black Cat 50ct BOGO","Black Cat 50ct","Black Cat","Unknown","Regular","Unknown","50ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","202","203","203","Items","203","candidate_requires_package_review","","Unknown","Unknown","","""715244101504"" fireworks","https://usa-fireworks.com/products/firecrackers/black-cat-firecrackers-pack-of-50/ | https://beta2024.usa-fireworks.com/products/firecrackers/product-177-variation-1/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"HMO2P2U3P7TTHFJPMZIWTUIM","715244313068","","Black Cat 72 ct morning glory hole","Black Cat 72 ct morning glory hole","Black Cat","Unknown","Regular","Unknown","72 ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","203","204","204","Items","204","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"ZJCPCWGRIODBVZMR7O2VBAP7","715244084203","","Black Cat Cat Eyes- Spinners","Black Cat Cat Eyes- Spinners","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","204","205","205","Items","205","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"UXME6WAPLY5YYCNEMRWPYOG2","715244800025","","Black Cat Celebrate America","Black Cat Celebrate America","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","205","206","206","Items","206","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IMSHHADLXVKXXU4KWSCGVL7P","715244102006","","Black Cat Firecracker 200ct BOGO","Black Cat Firecracker 200ct","Black Cat","Unknown","Regular","Unknown","200ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","207","208","208","Items","208","candidate_requires_package_review","","Unknown","Unknown","","""715244102006"" fireworks","https://usa-fireworks.com/products/firecrackers/black-cat-firecrackers-pack-of-200/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"OQJ3UJAOXFEFEAN2NRWD3BCT","715244064496","","Black Cat Firework Fiesta-96 Shots","Black Cat Firework Fiesta-96 Shots","Black Cat","Unknown","Regular","Unknown","96 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","208","209","209","Items","209","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2CAQEPKBJEJ3RLNNXOSPI2WJ","715244021741","","Black Cat Fountain","Black Cat Fountain","Black Cat","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","209","210","210","Items","210","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"Z42WT7QYMWVQSGSLZELGXT3L","715244201921","","Black Cat Fountain Assortment","Black Cat Fountain Assortment","Black Cat","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","210","211","211","Items","211","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"N6QN4FBEXWHAXX7QJIWZPTS3","","514675400015","Black Cat Gold EditionFamily Pack","Black Cat Gold EditionFamily Pack","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","211","212","212","Items","212","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"JIYCGITHI56QQJBAUNYZA4EJ","715244800018","","Black Cat Heritage","Black Cat Heritage","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","212","213","213","Items","213","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"FKOTG65DY2KEAIG72E6ZQNZX","715244001057","","Black Cat Little Dynamite 100ct BOGO","Black Cat Little Dynamite 100ct","Black Cat","Unknown","Regular","Unknown","100ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","213","214","214","Items","214","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2KTUHO3OXXDII2FN5JZYRHC5","715244064458","","Black Cat Neon Diablo 5"" Artillery Shells 6 Pack","Black Cat Neon Diablo 5"" Artillery Shells 6 Pack","Black Cat","6 Pack Artillery Shells 5""\, 6""","Regular","Unknown","5"" | 6 Pack","conflict","Square Neon Diablo is a 6-pack; source is a 24-pack. A matching 6-pack image is needed.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","215","216","216","Items","216","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"HJGHH3DSBQ3WC6ZCQID7J7VX","715244313136","","Black Cat Neon Sparkler Special 5 Ct","Black Cat Neon Sparkler Special 5 Ct","Black Cat","Unknown","Regular","Unknown","5 Ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","216","217","217","Items","217","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IGYZ3FSCVEQTCHU556SVQHRY","715244313129","","Black Cat Neon Sparkler Special 5 Ct","Black Cat Neon Sparkler Special 5 Ct","Black Cat","Unknown","Black Cat Neon Sparklers- Waterfall","Black Cat Neon Sparklers- Waterfall","5 Ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","217","218","218","Items","218","candidate_requires_package_review","","Unknown","Unknown","","""715244313129"" fireworks","https://usa-fireworks.com/products/sparklers/neon-sparklers-bc/ | https://www.wincofireworks.com/wp-content/uploads/2022/02/Pyro-Scan-UPC-ITEM-Database-February-2022-Sorted-By-Item-Name.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TT2SFUZFZHFHXAQHVH2RAWZM","715244000012","","Black Cat Night Display","Black Cat Night Display","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","218","219","219","Items","219","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EROQU5GO4XDUEGIESZCKSHZE","l","715244001002","Black Cat Party Pack 4 Family Pack","Black Cat Party Pack 4 Family Pack","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","219","220","220","Items","220","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"C7MGH6L5OBMU2I7P6XRLCCYG","715244963935","","Black Cat combo Cakes","Black Cat combo Cakes","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","221","222","222","Items","222","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BZQJPONZCT2MQBG76DYRMSJE","757205301585","","Black Hole 500 Gram","Black Hole 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","222","223","223","Items","223","no_verified_identity","","Unknown","Unknown","","""757205301585"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
