"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"CARIESHRS7Z7SZK7NJTLEP7M","8145270182611","","Crackling Ball 6pc Bogo.","Crackling Ball 6pc .","Unknown","Unknown","Regular","Unknown","6pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","295","296","296","Items","296"
"LT3UDBGRPQLI6X7TTOIMN4YO","688397661778","","Crash 25 Shot 200G","Crash 25 Shot 200G","Unknown","Unknown","Regular","Unknown","25 Shot | 200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","296","297","297","Items","297"
"2KHQJPY6XSLI3ELDKJ2OMW6C","688397661754","","Crash 25 Shot 200G","Crash 25 Shot 200G","Unknown","Unknown","bazinga 25 shot 200G","bazinga 25 shot 200G","25 Shot | 200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","297","298","298","Items","298"
"SLEB37QVCY2KFTUVOS3QP3JN","688397661761","","Crash 25 Shot 200G","Crash 25 Shot 200G","Unknown","Unknown","krunch 25 shot 200G","krunch 25 shot 200G","25 Shot | 200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","298","299","299","Items","299"
"FIGJUNTJBEP3OSIX7BI6A6DZ","847294012131","","Crazy Chicken","Crazy Chicken","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","299","300","300","Items","300"
"GFUHBZGQTVWBTZPNL5L4BB4L","687985909018","","Crime Scene","Crime Scene","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","300","301","301","Items","301"
"ACH7X3F3TFHIS7RQSF7MTIEM","8145270150115","","Cruelty Devil 500 Gram 33 Shots","Cruelty Devil 500 Gram 33 Shots","Unknown","Unknown","Regular","Unknown","500 Gram | 33 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","301","302","302","Items","302"
"FJT7BZ4ZU7GAW6WHFWBJ3JBT","887946041485","","Cuckoo BOGO","Cuckoo","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","302","303","303","Items","303"
"OG3TJTR7VFJSVHKTSYLMUMWX","887946041423","","Cuckoo BOGO","Cuckoo","Unknown","Unknown","Cuckoo 6 Pack","Cuckoo 6 Pack","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","303","304","304","Items","304"
"GY7QHO54XRO6QWTAUGPDIZH3","612005106221","","Cuckoo/killer Bees","Cuckoo/killer Bees","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","304","305","305","Items","305"
"PVA6PRTMEZGNEUVU222I6IMV","8145270155219","","Customary Enforcer 500 Gram 75 Shots","Customary Enforcer 500 Gram 75 Shots","Unknown","Unknown","Regular","Unknown","500 Gram | 75 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","305","306","306","Items","306"
"UCX3BSP3MEKX5BYC5OVIKUFY","8145270101216","","Cutting Edge 1000 Ct Firecracker","Cutting Edge 1000 Ct Firecracker","Unknown","Unknown","Regular","Unknown","1000 Ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","306","307","307","Items","307"
"Y4LB5KXKEDFKQKP2GNQGEF4F","8145270161715","","Cutting Edge Artillery Shells","Cutting Edge Artillery Shells","Unknown","Artillery/Festival Balls","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","307","308","308","Items","308"
"LYTQRC7FSGFBEKFPO6JB4QR6","8145270100813","","Cutting Edge Firecrackers 200ct BOGO","Cutting Edge Firecrackers 200ct","Unknown","Unknown","Regular","Unknown","200ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","308","309","309","Items","309"
"J6SLR7ZFLS7GBVRMGAEKIT4T","","687985211517","Daffodil 200 Gram","Daffodil 200 Gram","Unknown","Unknown","Regular","Unknown","200 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","309","310","310","Items","310"
"US6AED6QGLESYW7FW7TOXD47","705108115518","","Dagger","Dagger","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","310","311","311","Items","311"
"TPBOMNN4CK7ETI3SUSVUTQZ7","757205301462","","Dance In The Rain 500 Gram","Dance In The Rain 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","311","312","312","Items","312"
"SAEDDBA2AX5RXVFM64AUJRUU","943100700060","","Dancing Butterfly Fountain 6 Pk","Dancing Butterfly Fountain 6 Pk","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","312","313","313","Items","313"
"GOIVSX5DISLUFTWXVSAEYSUG","705108146932","","Daytime Gender Reveal 16 Shot 200G","Daytime Gender Reveal 16 Shot 200G","Unknown","Unknown","Regular","Unknown","16 Shot | 200G","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","gender-reveal.json[2] Gender Reveal / Unknown / /products/gender-reveal.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","313","314","314","Items","314"
"XES5VOPMCWFHSSS2Z36CIXHS","687985908592","","Deadly Dozen","Deadly Dozen","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","314","315","315","Items","315"
"7IRY6HSNH4VNPLT6PXWZKT75","814527301416","","Death Craze 500 Gram 25 Shots","Death Craze 500 Gram 25 Shots","Unknown","Unknown","Regular","Unknown","500 Gram | 25 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","315","316","316","Items","316"
"FOBFNTFXNE7QORSE2A2AI7BT","8145270144916","","Death Rattle 200 Gram 25 Shot","Death Rattle 200 Gram 25 Shot","Unknown","Unknown","Regular","Unknown","200 Gram | 25 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","316","317","317","Items","317"
"YQF53NHFFBFUSMKF35LBA6VG","400141322120","","Demon Shells","Demon Shells","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","317","318","318","Items","318"
"HOJWUIDUTAOYK255JGDXN7E5","757201525183","","Demon Stinger 500 Gram","Demon Stinger 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","318","319","319","Items","319"
"XF6HKHESS6PH3D2OUJFBXNAH","037226808134","","Depth Charge","Depth Charge","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","319","320","320","Items","320"
"4NC6DX6Y2QALM2DXWI2KTDPX","821600009305","","Desert At Night Fountain","Desert At Night Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","320","321","321","Items","321"
"XKO5S6U3AXIMVMIH2DN4FUOH","887946003407","","Desert Eagle 9 Shots","Desert Eagle 9 Shots","Unknown","Unknown","Regular","Unknown","9 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","321","322","322","Items","322"
"4MNGOKBOL3IPGMHAVCPUY6MW","8052530200513","","Desert Smoke","Desert Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","322","323","323","Items","323"
"MUWPARNM5IHEUEY3Q3TOSK5C","687985905201","","Desperado 108 Breaks","Desperado 108 Breaks","Unknown","Unknown","Regular","Unknown","108 Breaks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","323","324","324","Items","324"
"NH3YFLWYGENMILFCAQSJMENN","757202300161","","Dino Eggsplosion Assortment Pack","Dino Eggsplosion Assortment Pack","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[35] Dino Eggsplosion / Monkey Mania / /products/dino-eggsplosion.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","324","325","325","Items","325"
"XDAMKKBGUSBTYTB3QTKXU5RN","705108097807","","Diwali Dazzler","Diwali Dazzler","Unknown","Unknown","Regular","Unknown","Unknown","probable","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge.","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","325","326","326","Items","326"
"6GDRTFRVROGYS5VXDFGBZLSK","705108003808","","Diwali Dazzler","Diwali Dazzler","Unknown","Unknown","Regular","Unknown","Unknown","probable","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge.","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","326","327","327","Items","327"
"EOL2XMCH6ACC23AV2DB3TJRG","649762148690","","Doge This 200 G","Doge This 200 G","Unknown","Unknown","Regular","Unknown","200 G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","327","328","328","Items","328"
"5TD5X4FLPVCTVQF7BHYK32IN","757205301738","","Dont Tread On Me 500 Gram","Dont Tread On Me 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","328","329","329","Items","329"
"LKGFXCZ2K7OWM7KUC65CNSR2","821600012121","","Double Break Artillery Shells","Double Break Artillery Shells","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","329","330","330","Items","330"
"3WHGF7SVFDVFMRVXUCISOM7A","705108804405","","Double Dragon 6"" Artillery Shells 6 Pack","Double Dragon 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Regular","Unknown","6"" | 6 Pack","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[177] Double Dragon / Winda / /products/double-dragon.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","330","331","331","Items","331"
"LBTCKAS2RFQS5ZCE3YWQ2ECX","887946003315","","Double Knight Paraschutes","Double Knight Paraschutes","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","331","332","332","Items","332"
"CVUYVGDATU552XE7223KCXM7","811451015150","","Dragon Fire Fountain","Dragon Fire Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","332","333","333","Items","333"
"PQP2GSG52X57UH5U4X4ATBUH","757201220101","","Dreams From Heaven","Dreams From Heaven","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","333","334","334","Items","334"
"UV4AAU7AWTUYZJHIN2BGVUDU","514677009001","","Drone","Drone","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","334","335","335","Items","335"
"EJW2WP3EQ26XQFIYAVT7XUJV","8052530020715","","Dyno Mighty Mite","Dyno Mighty Mite","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","335","336","336","Items","336"
"4JAYK7GEHVPQZLW4ANRC4HX3","757205301202","","Eagle Pride","Eagle Pride","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[8] Eagle Pride / Raccoon / /products/eagle-pride.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","336","337","337","Items","337"
"EMV5KGIZEKFEZ47LERLTHHQ6","","841527120211","Echo Blast (2 sticks)","Echo Blast (2 sticks)","Unknown","Stick Rockets","Regular","Unknown","2 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","337","338","338","Items","338"
"7PKHZPICZEFA4JUC4RVRVXGK","020165000110","","El Borracho 500 Gram","El Borracho 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","338","339","339","Items","339"
"ADOJ2HOWLC3REE7GQSLVGOEP","680149005007","","Electric Sparklers ","Electric Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","339","340","340","Items","340"
"EUGR467EG6YBC7IZANAOIYUQ","680149004987","","Electric Sparklers ","Electric Sparklers","Unknown","Unknown","Electric Sparklers BOGO","Electric Sparklers BOGO","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","340","341","341","Items","341"
"55MZDC6656ZFQBJ72GZUVDHL","680149004994","","Electric Sparklers ","Electric Sparklers","Unknown","Unknown","Electric Sparklers","Electric Sparklers","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","341","342","342","Items","342"
"HMEMTGD4XOIEVVLSFIF3T662","849107066058","","Emoji Sparklers","Emoji Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","342","343","343","Items","343"
"VYONZ7ZLNL2R6YKAJHXVZMXS","757201545082","","Evil Temptation","Evil Temptation","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","343","344","344","Items","344"
"KLAC5WRPOD32YE2RHQYR5D5T","8052530140116","","Excalibur 4""Artillery Shells 24 Pack","Excalibur 4""Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 4""","Regular","Unknown","4"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","344","345","345","Items","345"
"374DOYWQNPU2ZPQDA4RXLATG","","805253357013","Excalibur Platinum","Excalibur Platinum","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","345","346","346","Items","346"
"CN2UGPN7G32ABKP2HR4VE56Y","705108320714","","Explosso","Explosso","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","346","347","347","Items","347"
"RRTRFIN5QPPFPDBBV7CIJF7C","705108320721","","Explosso","Explosso","Unknown","Unknown","Banguccino","Banguccino","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","347","348","348","Items","348"
"KVCMEBUSBBC2K6IEAVWCFPMM","705108320738","","Explosso","Explosso","Unknown","Unknown","Boomcha","Boomcha","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","348","349","349","Items","349"
"PY2S2TC72LQ7GCOBSZAKSH2I","705108320745","","Explosso","Explosso","Unknown","Unknown","Explosso","Explosso","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","349","350","350","Items","350"
"UF6JHMTYDKFORDNS4HWDVFKD","715244000289","","Extra Large Missile Strike Force","Extra Large Missile Strike Force","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","350","351","351","Items","351"
"2OR3O44WVF5KVALIHJFA3LOR","725272730737","","Extra Small Missile BOGO","Extra Small Missile","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","351","352","352","Items","352"
"TZ7NZC3KAQMF42QI6KKDPPCB","","687985431519","Fairies in a Jar","Fairies in a Jar","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","352","353","353","Items","353"
"Y6HDHYHSC4SVETG4GORA6KKQ","514677060231","","Fallout 24 Shot","Fallout 24 Shot","Unknown","Unknown","Regular","Unknown","24 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","353","354","354","Items","354"
"IR3A4AZBTWTPF7MKEZLRKQLH","805253331518","","Family Truckster","Family Truckster","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","354","355","355","Items","355"
"34WO5SSWVN4FZCU64IKAKXIY","887946003421","","Fantastic Thunder","Fantastic Thunder","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","355","356","356","Items","356"
"BRFA4UPVQ2UAQ6NV4GZ4EMPG","8145270211519","","Feel The Pain 200 Gram 16 Shot","Feel The Pain 200 Gram 16 Shot","Unknown","Unknown","Regular","Unknown","200 Gram | 16 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","356","357","357","Items","357"
"TMKBXI7CUM5H2JOPFUNNWEJM","805253414211","","Festival Balls (Boomer 6 pcs) (Blue Box)","Festival Balls (Boomer 6 pcs) (Blue Box)","Boomer","Artillery/Festival Balls","Regular","Unknown","6 pcs","probable","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant.","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","357","358","358","Items","358"
"TGZ6I3LK5MKTW6422R4E6QJL","805253335219","","Festival Balls (Boomer 6 pcs) (Red/Black Box)","Festival Balls (Boomer 6 pcs) (Red/Black Box)","Boomer","Artillery/Festival Balls","Regular","Unknown","6 pcs","probable","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant.","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","358","359","359","Items","359"
"I3H4AEXZ4NK55UI7K7BX3RKD","805253414228","","Festival Balls (WC 6 pcs) (Black Box)","Festival Balls (WC 6 pcs) (Black Box)","Unknown","Artillery/Festival Balls","Regular","Unknown","6 pcs","probable","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant.","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","360","361","361","Items","361"
"UHU3VWJJGHU7PL66542PKXTI","","715244022472","Festival Fountain Black Cat. Quiet","Festival Fountain Black Cat. Quiet","Black Cat","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","361","362","362","Items","362"
"IS6N3O5MBWG3G2ME7EQNMUQY","705108501168","","Fine Roulette","Fine Roulette","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","362","363","363","Items","363"
"ZILATYDCQAN5YQBBPDI23N4E","8145270162415","","Firearm 60 Gram 12 Pk","Firearm 60 Gram 12 Pk","Unknown","Unknown","Regular","Unknown","60 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","363","364","364","Items","364"
"VKYRGSZNC6YMZXDE4NAH6CPI","680149044402","","Fireblade","Fireblade","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","364","365","365","Items","365"
"RQ33PWJDSRI4ZK4AMNMTR5EQ","705834260131","","Firefly 4pk","Firefly 4pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","365","366","366","Items","366"
"UDPVVR2V6NSN2WD4JZAKTJSO","378001200027","","Fireworks Surprise Family Pack","Fireworks Surprise Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","366","367","367","Items","367"
"7ESPDX7VV2UTIDYELFY6DLBY","100000208717","","Flag Missile","Flag Missile","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","367","368","368","Items","368"
"TCSRFBWF6NWLUY3OTAFYOKXD","687985910601","","Flash Flood","Flash Flood","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","368","369","369","Items","369"
"3JVV4TVKAANYSUX3UJ6L745V","887946050043","","Flashing Strobe 6pc BOGO","Flashing Strobe 6pc","Unknown","Unknown","Regular","Unknown","6pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","369","370","370","Items","370"
"LCIBT3AGJHZW4U3DKXCPZC7Q","910006681229","","Flashing Strobes Bogo","Flashing Strobes","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","370","371","371","Items","371"
"NKVGAJ4J2IE4Q36QIMNWDHPG","757201324090","","Flawless","Flawless","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","371","372","372","Items","372"
"HSEE2QQE4BB7PJCN7CVTHR7V","","","Flawless","Flawless","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","372","373","373","Items","373"
"BOYNUSWD2BEPCMM7CBZR3EJT","887946070355","","Flying Eagle Rocket 4pk","Flying Eagle Rocket 4pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","373","374","374","Items","374"
"6HTTDB3PZXERBXUHKFQRZ4JS","757202282016","","Flying Pig Rocket (5 sticks)","Flying Pig Rocket (5 sticks)","Unknown","Stick Rockets","Regular","Unknown","5 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","374","375","375","Items","375"
"HGJJOE2YBJUPNO4R4QHDI7HR","887946030076","","Flying Pigs","Flying Pigs","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","375","376","376","Items","376"
"JCFBXIVT7KKBZBIRXVNJJBK7","705108001705","","Flying Space Family Assortment","Flying Space Family Assortment","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","376","377","377","Items","377"
"CJ2BJYYYYUHQBERYD7AKM6GE","805253411715","","Football Fountain","Football Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","377","378","378","Items","378"
"ERZ4KRTZQCD4FRIINSYC7KN6","","702367266043","Forever Loyal Pyro Shine 500 Gram","Forever Loyal Pyro Shine 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","378","379","379","Items","379"
