"square_token","original_name","original_variation","match_status","rockwall_product_id","dynamite_candidates","evidence"
"6B5C73FKXNOL5YTMSMOAEQTT","Christmas Tree","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VRQIDYXEMI2KTKYQZJHB2FAD","Christmas Trees","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MT72I3FPXV4NP3IIIIYL4FJJ","Chroma 5"" Artillery Shells 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BDRHRJ7HW3ZEOVHORHON5YRU","Citrus Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JV4RAMJ3YYQSBMJGOV3LQC7H","Class Crackers 50ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SMZBAID5XZCSLQEYFZV5WJUQ","Classic Crackers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JZIJYSNHXZB5STADOAZ57JXD","Close Combat","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ILCUK2NMBSHM2346N44FLBD4","Cluster Bomb 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MGK6SZ2H563SI4HJP3OBSS5U","Cobalt Bomb","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"66TOMKXWMPIFHL57L3PU6WDD","Color Pearl 96 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D2T55XL6ZRDLB5FBDSPK7ZXR","Color Pearl Roman Candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AHWAKFTGBPF373W5QDDGRP75","Color Pearl Roman Candles BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"COXDJRGHTJG3HD2HXGP232WI","Color Pearl With Bang Boomer-10 Ball BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"47HJ4LUC2CLMGPTPX4I2RA2M","Color Pearl With Bang Boomer-10 Ball BOGO","Color Pearl Boomer With Bang-10 Ball","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5TX5WRF6MO5NFJHE43HO4GRQ","Color Pearls","Regular","probable","","products.json[49] 10 Ball Color Pearls / Monkey Mania / /products/10-ball-color-pearls.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"OYEEC66PCRJITCFCS4FL5RUP","Color Pearls 6 Count 10 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VLK3AKYITHQA2VRQ2QD7MWRS","Color Rage","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TCVY46WIOJRSRTJX242W266K","Color Smoke Ball 6 Pc","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3MVMFOQG4D2LVDZ6CG42453F","Color Smoke Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X55AAZNJ5H4A3WYATQWHUJC6","Color Smoke Grenade","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HEQRXJPC54BDZL3AERGXQY7Y","Color Smokeballs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CNOC2VMJH3XFZJMHJI4N5R45","Color Sparklers #10","Sparklers","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7URDOO5AVQK3XPYBFVZG3BCI","Colorful Skies","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2UXYY5LMMJRHVZCVIFAAOUXN","Comet Cannon","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZYEQGHWQMW24XASSI2XV3ECG","Confetti Blaster","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"54J2U37QPJAWUQCUXQONKKAM","Corona (6 sitcks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YOI6577F23QO7PGR4CUPKEPI","Cowboy Rockets (9 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RNY5C7YANLXHN4FDUF6G7SDX","Coyote Sam 500g","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ODY4X5F35PDVTDU6QVKBRWBZ","Cracker Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LKBNUIDOVUHJUQVVRHSX2VM3","Cracker Bomb","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YPFHO6DMTAZG42ZDDG6C6PTV","Cracking Color Palms X 200 Gram 19 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CARIESHRS7Z7SZK7NJTLEP7M","Crackling Ball 6pc Bogo.","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LT3UDBGRPQLI6X7TTOIMN4YO","Crash 25 Shot 200G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2KHQJPY6XSLI3ELDKJ2OMW6C","Crash 25 Shot 200G","bazinga 25 shot 200G","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SLEB37QVCY2KFTUVOS3QP3JN","Crash 25 Shot 200G","krunch 25 shot 200G","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FIGJUNTJBEP3OSIX7BI6A6DZ","Crazy Chicken","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GFUHBZGQTVWBTZPNL5L4BB4L","Crime Scene","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ACH7X3F3TFHIS7RQSF7MTIEM","Cruelty Devil 500 Gram 33 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FJT7BZ4ZU7GAW6WHFWBJ3JBT","Cuckoo BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OG3TJTR7VFJSVHKTSYLMUMWX","Cuckoo BOGO","Cuckoo 6 Pack","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GY7QHO54XRO6QWTAUGPDIZH3","Cuckoo/killer Bees","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PVA6PRTMEZGNEUVU222I6IMV","Customary Enforcer 500 Gram 75 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UCX3BSP3MEKX5BYC5OVIKUFY","Cutting Edge 1000 Ct Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y4LB5KXKEDFKQKP2GNQGEF4F","Cutting Edge Artillery Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LYTQRC7FSGFBEKFPO6JB4QR6","Cutting Edge Firecrackers 200ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J6SLR7ZFLS7GBVRMGAEKIT4T","Daffodil 200 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"US6AED6QGLESYW7FW7TOXD47","Dagger","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TPBOMNN4CK7ETI3SUSVUTQZ7","Dance In The Rain 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SAEDDBA2AX5RXVFM64AUJRUU","Dancing Butterfly Fountain 6 Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GOIVSX5DISLUFTWXVSAEYSUG","Daytime Gender Reveal 16 Shot 200G","Regular","probable","","gender-reveal.json[2] Gender Reveal / Unknown / /products/gender-reveal.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"XES5VOPMCWFHSSS2Z36CIXHS","Deadly Dozen","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7IRY6HSNH4VNPLT6PXWZKT75","Death Craze 500 Gram 25 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FOBFNTFXNE7QORSE2A2AI7BT","Death Rattle 200 Gram 25 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YQF53NHFFBFUSMKF35LBA6VG","Demon Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HOJWUIDUTAOYK255JGDXN7E5","Demon Stinger 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XF6HKHESS6PH3D2OUJFBXNAH","Depth Charge","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4NC6DX6Y2QALM2DXWI2KTDPX","Desert At Night Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XKO5S6U3AXIMVMIH2DN4FUOH","Desert Eagle 9 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4MNGOKBOL3IPGMHAVCPUY6MW","Desert Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MUWPARNM5IHEUEY3Q3TOSK5C","Desperado 108 Breaks","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NH3YFLWYGENMILFCAQSJMENN","Dino Eggsplosion Assortment Pack","Regular","probable","","products.json[35] Dino Eggsplosion / Monkey Mania / /products/dino-eggsplosion.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"XDAMKKBGUSBTYTB3QTKXU5RN","Diwali Dazzler","Regular","probable","","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge."
"6GDRTFRVROGYS5VXDFGBZLSK","Diwali Dazzler","Regular","probable","","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge."
"EOL2XMCH6ACC23AV2DB3TJRG","Doge This 200 G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5TD5X4FLPVCTVQF7BHYK32IN","Dont Tread On Me 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LKGFXCZ2K7OWM7KUC65CNSR2","Double Break Artillery Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3WHGF7SVFDVFMRVXUCISOM7A","Double Dragon 6"" Artillery Shells 6 Pack","Regular","probable","","products.json[177] Double Dragon / Winda / /products/double-dragon.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"LBTCKAS2RFQS5ZCE3YWQ2ECX","Double Knight Paraschutes","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CVUYVGDATU552XE7223KCXM7","Dragon Fire Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PQP2GSG52X57UH5U4X4ATBUH","Dreams From Heaven","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UV4AAU7AWTUYZJHIN2BGVUDU","Drone","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EJW2WP3EQ26XQFIYAVT7XUJV","Dyno Mighty Mite","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4JAYK7GEHVPQZLW4ANRC4HX3","Eagle Pride","Regular","probable","","products.json[8] Eagle Pride / Raccoon / /products/eagle-pride.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"EMV5KGIZEKFEZ47LERLTHHQ6","Echo Blast (2 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7PKHZPICZEFA4JUC4RVRVXGK","El Borracho 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ADOJ2HOWLC3REE7GQSLVGOEP","Electric Sparklers ","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EUGR467EG6YBC7IZANAOIYUQ","Electric Sparklers ","Electric Sparklers BOGO","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"55MZDC6656ZFQBJ72GZUVDHL","Electric Sparklers ","Electric Sparklers","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HMEMTGD4XOIEVVLSFIF3T662","Emoji Sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VYONZ7ZLNL2R6YKAJHXVZMXS","Evil Temptation","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KLAC5WRPOD32YE2RHQYR5D5T","Excalibur 4""Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"374DOYWQNPU2ZPQDA4RXLATG","Excalibur Platinum","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CN2UGPN7G32ABKP2HR4VE56Y","Explosso","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RRTRFIN5QPPFPDBBV7CIJF7C","Explosso","Banguccino","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KVCMEBUSBBC2K6IEAVWCFPMM","Explosso","Boomcha","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PY2S2TC72LQ7GCOBSZAKSH2I","Explosso","Explosso","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UF6JHMTYDKFORDNS4HWDVFKD","Extra Large Missile Strike Force","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2OR3O44WVF5KVALIHJFA3LOR","Extra Small Missile BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TZ7NZC3KAQMF42QI6KKDPPCB","Fairies in a Jar","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y6HDHYHSC4SVETG4GORA6KKQ","Fallout 24 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IR3A4AZBTWTPF7MKEZLRKQLH","Family Truckster","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"34WO5SSWVN4FZCU64IKAKXIY","Fantastic Thunder","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BRFA4UPVQ2UAQ6NV4GZ4EMPG","Feel The Pain 200 Gram 16 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TMKBXI7CUM5H2JOPFUNNWEJM","Festival Balls (Boomer 6 pcs) (Blue Box)","Regular","probable","","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant."
"TGZ6I3LK5MKTW6422R4E6QJL","Festival Balls (Boomer 6 pcs) (Red/Black Box)","Regular","probable","","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant."
"BFEN6Q4PLHJEBALNWMHA4CCY","Festival Balls (MM 6 pcs) (Yellow Box)","Regular","confirmed","festival-balls-reloadable","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Square explicitly distinguishes MM, 6 pieces and yellow box; source Monkey Mania yellow packaging matches the approved Rockwall image. Other Festival Balls variants remain separate."
"I3H4AEXZ4NK55UI7K7BX3RKD","Festival Balls (WC 6 pcs) (Black Box)","Regular","probable","","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant."
"UHU3VWJJGHU7PL66542PKXTI","Festival Fountain Black Cat. Quiet","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IS6N3O5MBWG3G2ME7EQNMUQY","Fine Roulette","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZILATYDCQAN5YQBBPDI23N4E","Firearm 60 Gram 12 Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VKYRGSZNC6YMZXDE4NAH6CPI","Fireblade","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RQ33PWJDSRI4ZK4AMNMTR5EQ","Firefly 4pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UDPVVR2V6NSN2WD4JZAKTJSO","Fireworks Surprise Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7ESPDX7VV2UTIDYELFY6DLBY","Flag Missile","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TCSRFBWF6NWLUY3OTAFYOKXD","Flash Flood","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3JVV4TVKAANYSUX3UJ6L745V","Flashing Strobe 6pc BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LCIBT3AGJHZW4U3DKXCPZC7Q","Flashing Strobes Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NKVGAJ4J2IE4Q36QIMNWDHPG","Flawless","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HSEE2QQE4BB7PJCN7CVTHR7V","Flawless","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BOYNUSWD2BEPCMM7CBZR3EJT","Flying Eagle Rocket 4pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6HTTDB3PZXERBXUHKFQRZ4JS","Flying Pig Rocket (5 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HGJJOE2YBJUPNO4R4QHDI7HR","Flying Pigs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JCFBXIVT7KKBZBIRXVNJJBK7","Flying Space Family Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CJ2BJYYYYUHQBERYD7AKM6GE","Football Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ERZ4KRTZQCD4FRIINSYC7KN6","Forever Loyal Pyro Shine 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CNXT2D6OUM7V6HXR6EQMLK6S","Four Elements 500 Gram Super Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CNCE4EH5EQ2E7NTTNIHKLLS2","Four Elements Roman Candles 4 Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6GJMN5YEHLOMWFVG65L7N7HO","Freedom Anthem Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RRQV3GPTRLIF6GJLHNKYENES","Freedom Cry","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KWOSSYTOXFESYUAUTGWTLWLT","Freedom Rains 500g","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WWNDBKUC4HP2HKKAY2MIMAD6","Freedom Rider 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2CYKZ3ADBOY7HQ3VRW2OTG76","Freedom Wings BOGO Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BFHMO3VUSQUO2NEIBI67VEFL","Frog Bomb Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"U236CCVWLTC54IK2KKOI7ELU","Frog Princess Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X4CPHPCI2B7MPNSZXV7FBZGG","Fruit Of The Boom 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7EQHCPTRPGKCHMZ72HTQHAWQ","Fuego Loco 200G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"33MRBL6PIMW3VFZZO24AOADU","Full Speed Firework 7 Inch","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XLIUBKNNYOS7BPGUJMKEB7JA","Fun Fuel","Regular","probable","","products.json[155] Fun Fuel / Winda / /products/fun-fuel.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"K3H3HRKD5KBBRG7WLWHLONDC","Fun Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"K5FE2H4ORK6DTFKGEUMC253Y","Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LGUVGBZLCTN44YCLZPEKROBM","Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PX65NALOBYGQEFQA55IKEDJ7","Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TNVALDFGTARHACENIREHIXAS","Futurama (12 pcs)","Regular","existing_rockwall","futurama-artillery","Unknown","Approved Rockwall package says Futurama Artillery, Raccoon, 12 shells; Square specifies Futurama 12pcs."
"N6OTOY4DNT3WRUBLSUR5YSC7","G Force 4"" Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"R4GQVTO4EUT5C4LHMA44BP2K","Galactic Empire","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y47P4UU2KPAGDIPI3IUAPIXT","Galaxy Pack (9 sticks)","Regular","confirmed","galaxy-pack","products.json[141] Galaxy Pack / Black Cat / /products/galaxy-pack.png","Name and 9-stick rocket presentation agree with the photographed Black Cat Galaxy Pack; Square category is Stick Rockets."
"ICD7FSXEG3O2Z2P6GWCUW6VI","Ganja 6"" Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NPQM6WZFBTP4C4OTBCATSCF7","Ganja Blunt Roman","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QKJNWGQUAGSPJBWAPTAQN4PG","Garden In Spring Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"336PY3AGZI3IPTSXMNUKSSYZ","Garden In Spring Fountain","Garden In Spring","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"S27B6LDFK4CFX5ZLTUT7BE3Z","Gatlin pack 8pc roman candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GXES4E5ZSHJBQLWFWYTLT6FZ","Gatling Gun (Small)","Regular","probable","","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"E5JBUEZVKC3J7MB6OJHIZ3IJ","Gatling Gun Giant","Regular","probable","","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"A7OIX6PJ76PDR2G647NUEY6L","Gemini Missile 24 Pcs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZZZOD7FS2XXTSZ6IZ3FF7YYO","Get Some","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YDTEKK2YDLZUYQEMD6FZCZ2I","Ghost Banshee","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CX3WJWBLRRX53W7VQZFUUZ5C","Ghost Dragon","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Q5DCX2MGZHMYFX7ADSL5C6FU","Ghost Killer","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DK52TXNEXPJ5HDJE6462D23I","Ghost Rings","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JENQHH5ASTDQRSU4AYNDS3DI","Ghost Roman Candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NCACSUIIUKFFX3YO6RFUXKZX","Ghost Shell","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RAXEGL5PWHZOIT73XXXQK362","Ghostacular 5"" Artillery Shells 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CN65OGBPK2EDWQ7BC4INMBID","Giant Smoke Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4L7HAUXUJ733VND4WOHYQ5NN","Goal!","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4ZBIUB5CMBX2SGYMBJC3PEZZ","God Bless America","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZVYL43NGAFQNYSHEFHDYKODL","Gold Rush 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TVYAYQ2S7BQF2VT574J6MLDZ","Gold Skull","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6AVGKVTQYLP3PSQNTCP4MSM4","Golden Peacock","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KVUXULCI4EXOSLFEDWCIZ2XP","Golden Silver Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6HCFSGQXLROGN5BNWPU2MJVA","Good Thinkin Lincoln 134's","Regular","confirmed","good-thinkin-lincoln","products.json[156] Good Thinkin Lincoln / Winda / /products/good-thinkin-lincoln.png","Distinctive name and 134 shots agree between Square and photographed Winda package."
"VM2ZAA3FAPEOJJWLRFYDHRIP","Goooooal 500g Zipper Cake 102 shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D6YSBFIRNB6FTJX5527KRGFF","Gorilla 6"" Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FUX46WMJ6KKMB42MBGW2QFQB","Grand Cannon Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D5FZBGNRT3CBD726J3R3LGWC","Grand Slam","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WVJQMEDM4UWO7SU6ROOSBOKO","Great Night extravaganza Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7A3AOYPUE3CUC6B24G6BPSIH","Green Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4CBTD37T3BG3ABNFQKEB5YTD","Green Wasp","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
