"square_token","square_sku","gtin","original_name","normalized_name","normalization_note","brand","square_category","catalog_category","original_variation","presentation","specifications_in_original_name","reference_handle","csv_file","csv_row","csv_line_start","csv_line_end","xlsx_file","xlsx_sheet","xlsx_row","same_name_rows","duplicate_sku_rows","match_status","rockwall_product_id","dynamite_candidates","evidence"
"LYTQRC7FSGFBEKFPO6JB4QR6","8145270100813","","Cutting Edge Firecrackers 200ct BOGO","Cutting Edge Firecrackers 200ct","Whitespace cleaned; historical BOGO marker removed from display name only","Unknown","Unknown","Unknown","Regular","Unknown","200ct","#cutting-edge-firecrackers-200ct-bogo-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","308","309","309","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","309","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J6SLR7ZFLS7GBVRMGAEKIT4T","","687985211517","Daffodil 200 Gram","Daffodil 200 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","200 Gram","#daffodil-200-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","309","310","310","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","310","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"US6AED6QGLESYW7FW7TOXD47","705108115518","","Dagger","Dagger","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#dagger-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","310","311","311","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","311","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TPBOMNN4CK7ETI3SUSVUTQZ7","757205301462","","Dance In The Rain 500 Gram","Dance In The Rain 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#dance-in-the-rain-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","311","312","312","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","312","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SAEDDBA2AX5RXVFM64AUJRUU","943100700060","","Dancing Butterfly Fountain 6 Pk","Dancing Butterfly Fountain 6 Pk","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#dancing-butterfly-fountain-6-pk-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","312","313","313","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","313","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GOIVSX5DISLUFTWXVSAEYSUG","705108146932","","Daytime Gender Reveal 16 Shot 200G","Daytime Gender Reveal 16 Shot 200G","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","16 Shot | 200G","#daytime-gender-reveal-16-shot-200g-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","313","314","314","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","314","1","1","probable","","gender-reveal.json[2] Gender Reveal / Unknown / /products/gender-reveal.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"XES5VOPMCWFHSSS2Z36CIXHS","687985908592","","Deadly Dozen","Deadly Dozen","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#deadly-dozen-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","314","315","315","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","315","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7IRY6HSNH4VNPLT6PXWZKT75","814527301416","","Death Craze 500 Gram 25 Shots","Death Craze 500 Gram 25 Shots","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","500 Gram | 25 Shots","#death-craze-500-gram-25-shots-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","315","316","316","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","316","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FOBFNTFXNE7QORSE2A2AI7BT","8145270144916","","Death Rattle 200 Gram 25 Shot","Death Rattle 200 Gram 25 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","200 Gram | 25 Shot","#death-rattle-200-gram-25-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","316","317","317","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","317","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YQF53NHFFBFUSMKF35LBA6VG","400141322120","","Demon Shells","Demon Shells","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#demon-shells-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","317","318","318","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","318","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HOJWUIDUTAOYK255JGDXN7E5","757201525183","","Demon Stinger 500 Gram","Demon Stinger 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#demon-stinger-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","318","319","319","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","319","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XF6HKHESS6PH3D2OUJFBXNAH","037226808134","","Depth Charge","Depth Charge","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#depth-charge-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","319","320","320","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","320","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4NC6DX6Y2QALM2DXWI2KTDPX","821600009305","","Desert At Night Fountain","Desert At Night Fountain","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#desert-at-night-fountain-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","320","321","321","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","321","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XKO5S6U3AXIMVMIH2DN4FUOH","887946003407","","Desert Eagle 9 Shots","Desert Eagle 9 Shots","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","9 Shots","#desert-eagle-9-shots-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","321","322","322","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","322","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4MNGOKBOL3IPGMHAVCPUY6MW","8052530200513","","Desert Smoke","Desert Smoke","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#desert-smoke-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","322","323","323","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","323","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MUWPARNM5IHEUEY3Q3TOSK5C","687985905201","","Desperado 108 Breaks","Desperado 108 Breaks","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","108 Breaks","#desperado-108-breaks-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","323","324","324","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","324","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NH3YFLWYGENMILFCAQSJMENN","757202300161","","Dino Eggsplosion Assortment Pack","Dino Eggsplosion Assortment Pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#dino-eggsplosion-assortment-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","324","325","325","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","325","1","1","probable","","products.json[35] Dino Eggsplosion / Monkey Mania / /products/dino-eggsplosion.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"XDAMKKBGUSBTYTB3QTKXU5RN","705108097807","","Diwali Dazzler","Diwali Dazzler","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#diwali-dazzler-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","325","326","326","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","326","2","1","probable","","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge."
"6GDRTFRVROGYS5VXDFGBZLSK","705108003808","","Diwali Dazzler","Diwali Dazzler","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#diwali-dazzler-1-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","326","327","327","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","327","2","1","probable","","products.json[149] Diwali Dazzler / Winda / /products/diwali-dazzler.png","Two Square tokens have the same Diwali Dazzler name but different SKUs. Source cannot distinguish their presentations; do not merge."
"EOL2XMCH6ACC23AV2DB3TJRG","649762148690","","Doge This 200 G","Doge This 200 G","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","200 G","#doge-this-200-g-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","327","328","328","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","328","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5TD5X4FLPVCTVQF7BHYK32IN","757205301738","","Dont Tread On Me 500 Gram","Dont Tread On Me 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#dont-tread-on-me-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","328","329","329","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","329","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LKGFXCZ2K7OWM7KUC65CNSR2","821600012121","","Double Break Artillery Shells","Double Break Artillery Shells","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#double-break-artillery-shells-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","329","330","330","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","330","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3WHGF7SVFDVFMRVXUCISOM7A","705108804405","","Double Dragon 6"" Artillery Shells 6 Pack","Double Dragon 6"" Artillery Shells 6 Pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","6 Pack Artillery Shells 5""\, 6""","Unknown","Regular","Unknown","6"" | 6 Pack","#double-dragon-6-artillery-shells-6-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","330","331","331","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","331","1","1","probable","","products.json[177] Double Dragon / Winda / /products/double-dragon.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"LBTCKAS2RFQS5ZCE3YWQ2ECX","887946003315","","Double Knight Paraschutes","Double Knight Paraschutes","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#double-knight-paraschutes-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","331","332","332","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","332","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CVUYVGDATU552XE7223KCXM7","811451015150","","Dragon Fire Fountain","Dragon Fire Fountain","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#dragon-fire-fountain-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","332","333","333","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","333","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PQP2GSG52X57UH5U4X4ATBUH","757201220101","","Dreams From Heaven","Dreams From Heaven","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#dreams-from-heaven-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","333","334","334","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","334","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UV4AAU7AWTUYZJHIN2BGVUDU","514677009001","","Drone","Drone","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#drone-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","334","335","335","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","335","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EJW2WP3EQ26XQFIYAVT7XUJV","8052530020715","","Dyno Mighty Mite","Dyno Mighty Mite","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#dyno-mighty-mite-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","335","336","336","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","336","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4JAYK7GEHVPQZLW4ANRC4HX3","757205301202","","Eagle Pride","Eagle Pride","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#eagle-pride-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","336","337","337","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","337","1","1","probable","","products.json[8] Eagle Pride / Raccoon / /products/eagle-pride.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"EMV5KGIZEKFEZ47LERLTHHQ6","","841527120211","Echo Blast (2 sticks)","Echo Blast (2 sticks)","Whitespace cleaned; uncertain abbreviations retained","Unknown","Stick Rockets","Unknown","Regular","Unknown","2 sticks","#echo-blast-2-sticks--regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","337","338","338","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","338","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7PKHZPICZEFA4JUC4RVRVXGK","020165000110","","El Borracho 500 Gram","El Borracho 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#el-borracho-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","338","339","339","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","339","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ADOJ2HOWLC3REE7GQSLVGOEP","680149005007","","Electric Sparklers ","Electric Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#electric-sparklers--regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","339","340","340","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","340","3","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EUGR467EG6YBC7IZANAOIYUQ","680149004987","","Electric Sparklers ","Electric Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Electric Sparklers BOGO","Electric Sparklers BOGO","Unknown","#electric-sparklers--electric-sparklers-bogo","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","340","341","341","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","341","3","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"55MZDC6656ZFQBJ72GZUVDHL","680149004994","","Electric Sparklers ","Electric Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Electric Sparklers","Electric Sparklers","Unknown","#electric-sparklers--electric-sparklers","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","341","342","342","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","342","3","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HMEMTGD4XOIEVVLSFIF3T662","849107066058","","Emoji Sparklers","Emoji Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#emoji-sparklers-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","342","343","343","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","343","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VYONZ7ZLNL2R6YKAJHXVZMXS","757201545082","","Evil Temptation","Evil Temptation","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#evil-temptation-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","343","344","344","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","344","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KLAC5WRPOD32YE2RHQYR5D5T","8052530140116","","Excalibur 4""Artillery Shells 24 Pack","Excalibur 4""Artillery Shells 24 Pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","24 Pack Artillery Shells 4""","Unknown","Regular","Unknown","4"" | 24 Pack","#excalibur-4-artillery-shells-24-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","344","345","345","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","345","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"374DOYWQNPU2ZPQDA4RXLATG","","805253357013","Excalibur Platinum","Excalibur Platinum","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#excalibur-platinum-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","345","346","346","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","346","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CN2UGPN7G32ABKP2HR4VE56Y","705108320714","","Explosso","Explosso","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#explosso-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","346","347","347","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","347","4","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RRTRFIN5QPPFPDBBV7CIJF7C","705108320721","","Explosso","Explosso","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Banguccino","Banguccino","Unknown","#explosso-banguccino","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","347","348","348","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","348","4","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KVCMEBUSBBC2K6IEAVWCFPMM","705108320738","","Explosso","Explosso","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Boomcha","Boomcha","Unknown","#explosso-boomcha","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","348","349","349","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","349","4","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PY2S2TC72LQ7GCOBSZAKSH2I","705108320745","","Explosso","Explosso","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Explosso","Explosso","Unknown","#explosso-explosso","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","349","350","350","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","350","4","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UF6JHMTYDKFORDNS4HWDVFKD","715244000289","","Extra Large Missile Strike Force","Extra Large Missile Strike Force","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#extra-large-missile-strike-force-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","350","351","351","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","351","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2OR3O44WVF5KVALIHJFA3LOR","725272730737","","Extra Small Missile BOGO","Extra Small Missile","Whitespace cleaned; historical BOGO marker removed from display name only","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#extra-small-missile-bogo-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","351","352","352","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","352","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TZ7NZC3KAQMF42QI6KKDPPCB","","687985431519","Fairies in a Jar","Fairies in a Jar","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#fairies-in-a-jar-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","352","353","353","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","353","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y6HDHYHSC4SVETG4GORA6KKQ","514677060231","","Fallout 24 Shot","Fallout 24 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","24 Shot","#fallout-24-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","353","354","354","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","354","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IR3A4AZBTWTPF7MKEZLRKQLH","805253331518","","Family Truckster","Family Truckster","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#family-truckster-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","354","355","355","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","355","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"34WO5SSWVN4FZCU64IKAKXIY","887946003421","","Fantastic Thunder","Fantastic Thunder","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#fantastic-thunder-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","355","356","356","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","356","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BRFA4UPVQ2UAQ6NV4GZ4EMPG","8145270211519","","Feel The Pain 200 Gram 16 Shot","Feel The Pain 200 Gram 16 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","200 Gram | 16 Shot","#feel-the-pain-200-gram-16-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","356","357","357","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","357","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TMKBXI7CUM5H2JOPFUNNWEJM","805253414211","","Festival Balls (Boomer 6 pcs) (Blue Box)","Festival Balls (Boomer 6 pcs) (Blue Box)","Whitespace cleaned; uncertain abbreviations retained","Boomer","Artillery/Festival Balls","Unknown","Regular","Unknown","6 pcs","#festival-balls-boomer-6-pcs-blue-box--regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","357","358","358","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","358","1","1","probable","","products.json[65] Festival Balls / Monkey Mania / /products/festival-balls.png","Festival Balls variants have different named brands/box colors. Monkey Mania yellow-box assets do not establish identity of this variant."
